2024-2025学年第二学期全校总课表（部分）,,,,,,,,,,,,,,,
开课学院,课程名称,课程性质,教学班名称,课程号,学分,任课教师,课堂容量,已选人数,上课时间,教学地点,合班信息,起始结束周,课程归属,总学时,课程类别
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-05,83141,1.0,任本燕,61,0,星期一第4-5节{1-15周(单)},J5-305,24环境1;24环境2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-06,83141,1.0,任本燕,80,0,星期一第1-2节{1-15周(单)},J5-305,24信息1;24信息2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-11,83141,1.0,任本燕,90,0,星期五第4-5节{1-15周(单)},J5-307,24财政1;24财政2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-13,83141,1.0,任本燕,77,0,星期三第4-5节{1-15周(单)},J5-202,24国贸1;24国贸D1,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-15,83141,1.0,任本燕,100,0,星期五第6-7节{1-15周(单)},J5-307,24日语1;24日语2;24英语5;24英语6,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-16,83141,1.0,任本燕,80,0,星期五第1-2节{1-15周(单)},J5-307,24数科1;24应统1,1-15周(单),无,16,通识课
创业学院,“8+X”模拟公司实训,通识选修课,(2024-2025-2)-83309-01,83309,2.0,任本燕,30,0,星期三第8-8节{1-16周},S1-407,无,1-16周,经管社科基础素养（创新创业）,12,通识课
创业学院,“8+X”模拟公司实训,通识选修课,(2024-2025-2)-83309-01A,83309,2.0,任本燕,30,0,星期三第6-7节{1-16周},S1-407,无,1-16周,经管社科基础素养（创新创业）,30,通识课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-07,84024,0.5,任本燕,36,0,星期日第1-12节{5-6周},S1-405,无,5-6周,无,24,无
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-15,84024,0.5,任本燕,36,0,星期日第1-12节{1-2周},S1-405,无,1-2周,无,24,实践课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-20,84024,0.5,任本燕,36,0,星期六第1-12节{3-4周},S1-405,无,3-4周,无,24,无
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-26,84024,0.5,任本燕,36,0,星期日第1-12节{3-4周},S1-406,无,3-4周,无,24,实践课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-36,84024,0.5,任本燕,36,0,星期六第1-12节{12-13周},S1-406,无,12-13周,无,24,无
创业学院,企业管理仿真实训,必修课,(2024-2025-2)-83145-04,83145,2.0,任洒洒,243,0,,,22社保1;22税收1;22税收2;22税收3;24工商C1;24工商C2,1-16周,无,32,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-22,84024,0.5,任洒洒,36,0,星期六第1-12节{3-4周},S1-407,无,3-4周,无,24,实践课
创业学院,大学生就业指导与实践,通识选修课,(2024-2025-2)-83075-01,83075,1.0,邵天舒,40,0,星期三第6-7节{1-15周(单)},S1-403,无,1-15周(单),通用能力拓展模块,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-17,83141,1.0,邵天舒,75,0,星期四第1-2节{1-15周(单)},J4-302,24ACA;24CMA;24资评1,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-18,83141,1.0,邵天舒,77,0,星期三第4-5节{1-15周(单)},J4-301,24电商1;24电商2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-19,83141,1.0,邵天舒,80,0,星期三第1-2节{1-15周(单)},J4-301,24文学1;24文学D1,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-20,83141,1.0,邵天舒,82,0,星期四第9-10节{1-15周(单)},J4-302,24计算机1;24计算机2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-21,83141,1.0,邵天舒,51,0,星期四第11-12节{1-15周(单)},J4-302,24跨境电商1,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-22,83141,1.0,邵天舒,91,0,星期四第6-7节{1-15周(单)},J4-302,24审计1;24审计2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-23,83141,1.0,邵天舒,60,0,星期四第4-5节{1-15周(单)},J4-302,24视觉1;24视觉2,1-15周(单),无,16,通识课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-14,84024,0.5,邵天舒,36,0,星期日第1-12节{1-2周},S1-404,无,1-2周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-24,84024,0.5,邵天舒,36,0,星期日第1-12节{3-4周},S1-404,无,3-4周,无,24,实践课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-29,84024,0.5,邵天舒,36,0,星期日第1-12节{8-9周},S1-404,无,8-9周,无,24,无
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-39,84024,0.5,邵天舒,36,0,星期日第1-12节{12-13周},S1-404,无,12-13周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-30,84024,0.5,施定国,36,0,星期日第1-12节{8-9周},S1-405,无,8-9周,无,24,实践课
创业学院,企业管理仿真实训,必修课,(2024-2025-2)-83145-02,83145,2.0,苏佳录,225,0,,,22财务1;22财务2;24法学C1;24市营C1;24市营C2,1-16周,无,32,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-03,84024,0.5,苏佳录,36,0,星期六第1-12节{5-6周},S1-405,无,5-6周,无,24,实践课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-25,84024,0.5,苏佳录,36,0,星期日第1-12节{3-4周},S1-405,无,3-4周,无,24,无
创业学院,脑洞大开的创意设计,通识选修课,(2024-2025-2)-84504-01,84504,2.0,苏佳录,45,0,星期三第9-10节{1-12周},S1-403,无,1-12周,经管社科基础素养（创新创业）,24,通识课
创业学院,脑洞大开的创意设计,通识选修课,(2024-2025-2)-84504-01A,84504,2.0,苏佳录,45,0,星期三第9-10节{13-16周},S1-403,无,13-16周,经管社科基础素养（创新创业）,8,通识课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-06,84024,0.5,万俊,36,0,星期日第1-12节{5-6周},S1-406,无,5-6周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-16,84024,0.5,万俊,36,0,星期日第1-12节{1-2周},S1-406,无,1-2周,无,24,实践课
创业学院,新媒体营销基础,必修课,(2024-2025-2)-90013-01,90013,2.0,汪媚,500,0,星期二第9-10节{1-16周},J3-408,2022直播电商创业（微专业）,1-16周,无,32,专业课
创业学院,创业模拟实训,通识选修课,(2024-2025-2)-83307-01,83307,2.0,王侦,36,0,星期三第6-7节{1-16周},S1-405,无,1-16周,经管社科基础素养（创新创业）,32,通识课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-09,84024,0.5,王侦,36,0,星期六第1-12节{1-2周},S1-404,无,1-2周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-19,84024,0.5,王侦,36,0,星期六第1-12节{3-4周},S1-404,无,3-4周,无,24,实践课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-24,83141,1.0,吴画斌,85,0,星期五第1-2节{2-16周(双)},J5-307,24财政3;24税收3,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-25,83141,1.0,吴画斌,95,0,星期五第6-7节{2-16周(双)},J5-307,24法学1;24法学2,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-26,83141,1.0,吴画斌,80,0,星期五第4-5节{2-16周(双)},J5-307,24广告1;24广告2,2-16周(双),无,16,通识课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-10,84024,0.5,吴画斌,36,0,星期六第1-12节{1-2周},S1-405,无,1-2周,无,24,实践课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-31,84024,0.5,吴画斌,36,0,星期日第1-12节{8-9周},S1-406,无,8-9周,无,24,无
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-35,84024,0.5,吴画斌,36,0,星期六第1-12节{12-13周},S1-405,无,12-13周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-40,84024,0.5,吴画斌,36,0,星期日第1-12节{12-13周},S1-405,无,12-13周,无,24,实践课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-27,83141,1.0,夏利君,90,0,星期四第4-5节{2-16周(双)},J4-201,24财务1;24财务2,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-28,83141,1.0,夏利君,61,0,星期一第6-7节{2-16周(双)},J5-201,24服装1;24服装2,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-29,83141,1.0,夏利君,91,0,星期四第6-7节{2-16周(双)},J4-201,24会计1;24会计2,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-30,83141,1.0,夏利君,44,0,星期五第4-5节{2-16周(双)},J4-201,24社保1,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-31,83141,1.0,夏利君,89,0,星期五第1-2节{2-16周(双)},J4-201,24社工1;24社工2,2-16周(双),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-32,83141,1.0,夏利君,85,0,星期一第9-10节{1-15周(单)},J5-201,24税收1;24税收2,1-15周(单),无,16,通识课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-33,83141,1.0,夏利君,77,0,星期一第9-10节{2-16周(双)},J5-201,24英语1;24英语2;24英语3;24英语4,2-16周(双),无,16,通识课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-01,84024,0.5,夏利君,36,0,星期六第1-12节{5-6周},S1-403,无,5-6周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-18,84024,0.5,夏利君,36,0,星期六第1-12节{3-4周},S1-403,无,3-4周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-23,84024,0.5,夏利君,36,0,星期日第1-12节{3-4周},S1-403,无,3-4周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-33,84024,0.5,夏利君,36,0,星期六第1-12节{12-13周},S1-403,无,12-13周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-38,84024,0.5,夏利君,36,0,星期日第1-12节{12-13周},S1-403,无,12-13周,无,24,实践课
创业学院,职业规划与创业就业指导,通识选修课,(2024-2025-2)-83141-34,83141,1.0,杨荧彬,67,0,星期一第6-7节{2-16周(双)},J3-305,24金融3;24金融4,2-16周(双),无,16,通识课
创业学院,企业经营模拟体验,无,(2024-2025-2)-84024-27,84024,0.5,杨勇,36,0,星期日第1-12节{3-4周},S1-407,无,3-4周,无,24,无
创业学院,企业管理仿真实训,必修课,(2024-2025-2)-83145-01,83145,2.0,张静,233,0,,,22财政1;22财政2;22财政3;24社工C1;24税收C1,1-16周,无,32,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-37,84024,0.5,张静,36,0,星期六第1-12节{12-13周},S1-407,无,12-13周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-05,84024,0.5,张蕾,36,0,星期日第1-12节{5-6周},S1-404,无,5-6周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-32,84024,0.5,张蕾,36,0,星期日第1-12节{8-9周},S1-407,无,8-9周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-02,84024,0.5,张群芳,36,0,星期六第1-12节{5-6周},S1-404,无,5-6周,无,24,实践课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-21,84024,0.5,张群芳,36,0,星期六第1-12节{3-4周},S1-406,无,3-4周,无,24,实践课
创业学院,企业经营模拟体验,自选课,(2024-2025-2)-84024-08,84024,0.5,张雯,36,0,星期六第1-12节{1-2周},S1-403,无,1-2周,无,24,实践课
创业学院,创新思维训练与实践,通识选修课,(2024-2025-2)-84157-01,84157,2.0,张雯,36,0,星期三第9-9节{1-16周},S1-405,无,1-16周,经管社科基础素养（创新创业）,12,通识课
创业学院,创新思维训练与实践,通识选修课,(2024-2025-2)-84157-01A,84157,2.0,张雯,36,0,星期三第10-10节{1-16周},S1-405,无,1-16周,经管社科基础素养（创新创业）,16,通识课
创业学院,企业经营模拟体验,必修课,(2024-2025-2)-84024-12,84024,0.5,赵加荣,36,0,星期六第1-12节{1-2周},S1-407,无,1-2周,无,24,实践课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-10,83182,2.0,白云浩,90,0,星期四第6-7节{1-16周},J5-304,23计算机1;23计算机2,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-11,83182,2.0,白云浩,89,0,星期四第9-10节{1-16周},J5-304,23计算机3;23应统1,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-12,83182,2.0,白云浩,87,0,星期五第1-2节{1-16周},J5-304,23数科1;23信息1,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-13,83182,2.0,白云浩,102,0,星期一第11-12节{1-16周},J5-303,23电商1;23电商2;23跨境电商1,1-16周,无,32,通识课
法律与社会工作学院,中国共产党史,通识选修课,(2024-2025-2)-84508-01,84508,2.0,白云浩,170,0,星期三第6-7节{1-16周},J5-409,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-27,84556,3.0,白云浩,85,0,星期一第3-5节{1-16周},J5-304,24税收1;24税收2,1-16周,无,48,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-28,84556,3.0,白云浩,90,0,星期一第6-8节{1-16周},J5-304,24财务1;24财务2,1-16周,无,48,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-29,84556,3.0,白云浩,91,0,星期四第3-5节{1-16周},J5-304,24审计1;24审计2,1-16周,无,48,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-30,84556,3.0,白云浩,91,0,星期五第6-8节{1-16周},J5-304,24会计1;24会计2,1-16周,无,48,通识课
法律与社会工作学院,国际私法学,学科选修课,(2024-2025-2)-83873-01,83873,2.0,曹璋,111,0,星期五第1-2节{1-16周},J5-207,22法学1;22法学2,1-16周,无,32,专业课
法律与社会工作学院,国际法与全球治理,专业选修课,(2024-2025-2)-84624-01,84624,2.0,曹璋,42,0,星期五第4-5节{1-16周},J5-208,24法学C1,1-16周,无,32,专业课
法律与社会工作学院,经济与法,通识选修课,(2024-2025-2)-80651-01,80651,2.0,陈昱,100,0,星期三第6-7节{1-16周},J5-303,无,1-16周,经管社科基础素养（创新创业）,32,通识课
法律与社会工作学院,经济法,学科选修课,(2024-2025-2)-83453-01,83453,3.0,陈昱,126,0,星期三第3-5节{1-16周},J5-309,23工程1;23工程2;23物流1,1-16周,无,48,专业课
法律与社会工作学院,法律英语,专业选修课,(2024-2025-2)-83888-01,83888,2.0,陈昱,111,0,星期二第2-2节{1-16周},J5-303,21法学1;21法学2,1-16周,无,16,专业课
法律与社会工作学院,法律英语,专业选修课,(2024-2025-2)-83888-01A,83888,2.0,陈昱,110,0,星期二第1-1节{1-16周},J5-303,21法学1;21法学2,1-16周,无,16,专业课
法律与社会工作学院,中国法制史,必修课,(2024-2025-2)-84278-01,84278,2.0,陈昱,113,0,星期二第4-5节{1-16周},J5-303,23法学1;23法学2,1-16周,无,32,专业课
法律与社会工作学院,中国法律与文化漫谈,通识选修课,(2024-2025-2)-84791-01,84791,2.0,陈昱,100,0,星期三第11-12节{1-16周},J5-303,无,1-16周,通用能力拓展模块,32,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-04,84556,3.0,崔艳明,89,0,星期一第11-13节{1-16周},J5-307,24社工1;24社工2,1-16周,无,48,通识课
法律与社会工作学院,中国古代史通论,通识选修课,(2024-2025-2)-83040-01,83040,2.0,丁忠锋,170,0,星期三第6-7节{1-16周},J5-209,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
法律与社会工作学院,中国古代史通论,通识选修课,(2024-2025-2)-83040-02,83040,2.0,丁忠锋,170,0,星期三第9-10节{1-16周},J5-209,无,1-16周,人文艺术素养与应用写作能力模块,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-14,83182,2.0,丁忠锋,90,0,星期二第1-2节{1-16周},J5-302,23财政1;23财政2,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-15,83182,2.0,丁忠锋,89,0,星期三第1-2节{1-16周},J5-302,23财政3;23税收3,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-16,83182,2.0,丁忠锋,124,0,星期四第1-2节{1-16周},J5-309,23社保1;23税收1;23税收2,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-17,83182,2.0,丁忠锋,84,0,星期三第4-5节{1-16周},J5-302,23工商1;23工商2,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-18,83182,2.0,丁忠锋,75,0,星期四第9-10节{1-16周},J5-302,23工程1;23工程2,1-16周,无,32,通识课
法律与社会工作学院,中国近现代史纲要,必修课,(2024-2025-2)-83182-19,83182,2.0,丁忠锋,124,0,星期五第1-2节{1-16周},J5-302,23人力1;23市营1;23物流1,1-16周,无,32,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-13,84556,3.0,丁忠锋,77,0,星期二第3-5节{1-16周},J5-302,24电商1;24电商2,1-16周,无,48,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-14,84556,3.0,丁忠锋,79,0,星期四第11-13节{1-16周},J5-302,24互金1;24数科1,1-16周,无,48,通识课
法律与社会工作学院,习近平新时代中国特色社会主义思想概论,必修课,(2024-2025-2)-84556-15,84556,3.0,丁忠锋,82,0,星期五第3-5节{1-16周},J5-302,24计算机1;24计算机2,1-16周,无,48,通识课
法律与社会工作学院,民法,学科选修课,(2024-2025-2)-83437-01,83437,2.0,法学待定1,44,0,星期二第4-5节{1-16周},J5-308,23保险1,1-16周,无,32,专业课
法律与社会工作学院,竞争法,专业选修课,(2024-2025-2)-83874-01,83874,2.0,法学待定2,111,0,星期五第4-5节{1-16周},J5-401,22法学1;22法学2,1-16周,无,32,专业课
